Text,Tag,text,tag,d,Col0,Col1
18,O,,,,,
%,O,,,,,
52,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
30,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
5,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
50,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
30,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
16,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
46,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
30,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
41,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
50,O,,,,,
Nos,O,,,,,
.,O,,,,,
340.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
143.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
233.2,O,,,,,
Nos,O,,,,,
.,O,,,,,
143.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
117.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
300.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
Nos,O,,,,,
.,O,,,,,
519.1,O,,,,,
Nos,O,,,,,
.,O,,,,,
Nos,O,,,,,
.,O,,,,,
137.2,O,,,,,
Nos,O,,,,,
.,O,,,,,
99.1,O,,,,,
Nos,O,,,,,
.,O,,,,,
60.2,O,,,,,
Nos,O,,,,,
.,O,,,,,
15,O,,,,,
Nos,O,,,,,
.,O,,,,,
385.8,O,,,,,
Nos,O,,,,,
.,O,,,,,
21.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
940.88,O,,,,,
503.7,O,,,,,
54,O,,,,,
%,O,,,,,
54,O,,,,,
%,O,,,,,
continued,O,,,,,
...,O,,,,,
MARK,O,,,,,
AH,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
Pune,O,,,,,
GST,O,,,,,
INVOICE,O,,,,,
CK,O,,,,,
),O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
Dated,B-INV_DL,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20/003028,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
31-Jul-19,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
SANKUL,O,,,,,
2ND,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
ERESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
MADHUWANTI,O,,,,,
Po,O,,,,,
No;-13319,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
:,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
SI,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
GST,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
No,O,,,,,
.,O,,,,,
1,O,,,,,
2,O,,,,,
G.I.,O,,,,,
CLIP,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
KISAN,O,,,,,
PVC,O,,,,,
END,O,,,,,
CAP,O,,,,,
110MM,O,,,,,
7307,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
620,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
157,O,,,,,
Nos,O,,,,,
.,O,,,,,
1,O,,,,,
Nos,O,,,,,
.,O,,,,,
95,O,,,,,
Nos,O,,,,,
.,O,,,,,
620,O,,,,,
54,O,,,,,
%,O,,,,,
CGST,O,,,,,
t,O,,,,,
SGST,O,,,,,
1,O,,,,,
673.28,O,,,,,
673.28,O,,,,,
(,O,,,,,
-)0.46,O,,,,,
Less,O,,,,,
:,O,,,,,
Round,O,,,,,
Off,O,,,,,
Total,B-GT_AMTL,,,,,
777,O,,,,,
Nos,O,,,,,
.,O,,,,,
*,O,,,,,
"8,827",B-GT_AMT,,,,,
Amount,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
E,O,,,,,
&,O,,,,,
O.,O,,,,,
E,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Eight,O,,,,,
Thousand,O,,,,,
Eight,O,,,,,
Hundred,O,,,,,
Twenty,O,,,,,
Seven,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Central,O,,,,,
Tax,O,,,,,
State,O,,,,,
Tax,O,,,,,
Total,O,,,,,
Value,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
7307,O,,,,,
620,O,,,,,
9,O,,,,,
%,O,,,,,
55.8,O,,,,,
9,O,,,,,
%,O,,,,,
55.8,O,,,,,
111.6,O,,,,,
3917,O,,,,,
9,O,,,,,
%,O,,,,,
617.48,O,,,,,
9,O,,,,,
%,O,,,,,
617.48,O,,,,,
Total,O,,,,,
673.28,O,,,,,
673.28,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
One,O,,,,,
Thousand,O,,,,,
Three,O,,,,,
Hundred,O,,,,,
Forty,O,,,,,
Six,O,,,,,
and,O,,,,,
Fifty,O,,,,,
Six,O,,,,,
paise,O,,,,,
Only,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Declaration,O,,,,,
A,O,,,,,
/,O,,,,,
c,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
5711312022,O,,,,,
I,O,,,,,
/,O,,,,,
We,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETING,O,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
melus,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
Fune,O,,,,,
A,O,,,,,
Signatun,O,,,,,
Saksham,B-SUPP_N,,,,,
&,I-SUPP_N,,,,,
Co,I-SUPP_N,,,,,
303,O,,,,,
Lloyds,O,,,,,
Chamber,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
Mob,O,,,,,
:,O,,,,,
91,O,,,,,
-,O,,,,,
8381086284,O,,,,,
MAHARASHTRA,O,,,,,
INDIA,O,,,,,
TAX,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
See,O,,,,,
rule,O,,,,,
46,O,,,,,
read,O,,,,,
with,O,,,,,
Section,O,,,,,
31,O,,,,,
of,O,,,,,
the,O,,,,,
Central,O,,,,,
Goods,O,,,,,
And,O,,,,,
Services,O,,,,,
Tax,O,,,,,
Act,O,,,,,
2017,O,,,,,
),O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
:,O,,,,,
39,B-INV_NO,,,,,
Date,B-INV_DL,,,,,
:,O,,,,,
16-10-2020,B-INV_DT,,,,,
GST,B-GSTL,,,,,
IN,I-GSTL,,,,,
:,O,,,,,
27BEMPLO248G1ZH,B-SUPP_G,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
DUPLICATE,O,,,,,
FOR,O,,,,,
TRANSPORTER,O,,,,,
Details,O,,,,,
of,O,,,,,
Buyer,O,,,,,
(,O,,,,,
Billed,O,,,,,
to,O,,,,,
),O,,,,,
Name,O,,,,,
Saarrthi,B-BUY_N,,,,,
Reality,I-BUY_N,,,,,
&,I-BUY_N,,,,,
Infra,I-BUY_N,,,,,
LLP,I-BUY_N,,,,,
Siddarth,O,,,,,
Properties,O,,,,,
Sr,O,,,,,
.,O,,,,,
No.132,O,,,,,
/,O,,,,,
A-2,O,,,,,
-,O,,,,,
1,O,,,,,
Kakade,O,,,,,
Buzz,O,,,,,
Icon,O,,,,,
3rd,O,,,,,
Floor,O,,,,,
Near,O,,,,,
E,O,,,,,
-,O,,,,,
Square,O,,,,,
Theatre,O,,,,,
Shivaji,O,,,,,
Nagar,O,,,,,
Pune-411005,O,,,,,
GST,B-GSTL,,,,,
IN,I-GSTL,,,,,
:,O,,,,,
27ACMFS8187L1Z3,B-BUY_G,,,,,
State,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
TRIPLICATE,O,,,,,
FOR,O,,,,,
SUPPLIER,O,,,,,
Details,O,,,,,
of,O,,,,,
Consignee,O,,,,,
(,O,,,,,
Shiped,O,,,,,
to,O,,,,,
),O,,,,,
Name,O,,,,,
Saarrthi,O,,,,,
Reality,O,,,,,
&,O,,,,,
Infra,O,,,,,
LLP,O,,,,,
Eltis,O,,,,,
Plot,O,,,,,
no.419,O,,,,,
Model,O,,,,,
Colony,O,,,,,
Gokhale,O,,,,,
Cross,O,,,,,
Road,O,,,,,
Next,O,,,,,
to,O,,,,,
Atur,O,,,,,
Street,O,,,,,
Pune-411016,O,,,,,
GST,O,,,,,
IN,O,,,,,
:,O,,,,,
27ACMFS8187L1Z3,O,,,,,
State,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Tel,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
7030617755,O,,,,,
Tel,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
25633364,O,,,,,
Customer,O,,,,,
PO,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
Mail,O,,,,,
Confirmation,O,,,,,
Dated,O,,,,,
:,O,,,,,
05.08.2020,O,,,,,
Challan,O,,,,,
No,O,,,,,
's,O,,,,,
:,O,,,,,
3,O,,,,,
Date,O,,,,,
of,O,,,,,
Supply,O,,,,,
:,O,,,,,
14.10.2020,O,,,,,
Place,O,,,,,
of,O,,,,,
Work,O,,,,,
:,O,,,,,
Shivaji,O,,,,,
Nagar,O,,,,,
Pune,O,,,,,
Payment,O,,,,,
Terms,O,,,,,
:,O,,,,,
Immediae,O,,,,,
Against,O,,,,,
Delivery,O,,,,,
Sr,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
Description,O,,,,,
Specification,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
Rate,O,,,,,
Quantity,O,,,,,
Total,O,,,,,
Discount/,O,,,,,
Taxable,O,,,,,
Code,O,,,,,
Value,O,,,,,
Abatement,O,,,,,
Value,O,,,,,
Nos,O,,,,,
.,O,,,,,
(,O,,,,,
INR,O,,,,,
),O,,,,,
(,O,,,,,
INR,O,,,,,
),O,,,,,
(,O,,,,,
INR,O,,,,,
),O,,,,,
1,O,,,,,
1,O,,,,,
RCC,O,,,,,
Hume,O,,,,,
Pipe,O,,,,,
150,O,,,,,
mm,O,,,,,
Dia,O,,,,,
68109010,O,,,,,
375,O,,,,,
50,O,,,,,
18750,O,,,,,
0,O,,,,,
18750,O,,,,,
Type,O,,,,,
:,O,,,,,
NP2,O,,,,,
2,O,,,,,
RCC,O,,,,,
Hume,O,,,,,
Pipe,O,,,,,
200,O,,,,,
mm,O,,,,,
Dia,O,,,,,
68109010,O,,,,,
530,O,,,,,
30,O,,,,,
15900,O,,,,,
15900,O,,,,,
Type,O,,,,,
NP2,O,,,,,
p.o-597,O,,,,,
Remarks,O,,,,,
:,O,,,,,
Mail,O,,,,,
Approval,O,,,,,
dated,O,,,,,
23.09.2020,O,,,,,
0,O,,,,,
0,O,,,,,
Add,O,,,,,
:,O,,,,,
Freight,O,,,,,
Add,O,,,,,
:,O,,,,,
Other,O,,,,,
(,O,,,,,
Insurance/,O,,,,,
P&F,O,,,,,
etc,O,,,,,
),O,,,,,
Less,O,,,,,
:,O,,,,,
Advance,O,,,,,
Recevied,O,,,,,
Total,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
(,O,,,,,
A,O,,,,,
),O,,,,,
In,O,,,,,
INR,O,,,,,
0,O,,,,,
"34,650",O,,,,,
Amount,O,,,,,
in,O,,,,,
words,O,,,,,
9,O,,,,,
%,O,,,,,
CGST,O,,,,,
In,O,,,,,
INR,O,,,,,
"3,118.50",O,,,,,
Total,O,,,,,
Invoice,O,,,,,
Amount,O,,,,,
in,O,,,,,
(,O,,,,,
Rs,O,,,,,
.,O,,,,,
),O,,,,,
Fourty,O,,,,,
Thousand,O,,,,,
Eight,O,,,,,
Hundred,O,,,,,
Eighty,O,,,,,
Seven,O,,,,,
Rupees,O,,,,,
Only,O,,,,,
9,O,,,,,
%,O,,,,,
SGST,O,,,,,
In,O,,,,,
INR,O,,,,,
"3,118.50",O,,,,,
Total,O,,,,,
Invoice,O,,,,,
Amount,O,,,,,
Words,O,,,,,
Fourty,O,,,,,
Thousand,O,,,,,
Eight,O,,,,,
Hundred,O,,,,,
Eighty,O,,,,,
Seven,O,,,,,
Rupees,O,,,,,
Only,O,,,,,
0,O,,,,,
%,O,,,,,
Integrated,O,,,,,
Tax,O,,,,,
(,O,,,,,
IGST,O,,,,,
),O,,,,,
In,O,,,,,
INR,O,,,,,
GST,O,,,,,
Payable,O,,,,,
on,O,,,,,
Reverse,O,,,,,
Charge,O,,,,,
:,O,,,,,
N.,O,,,,,
A.,O,,,,,
Round,O,,,,,
off,O,,,,,
GRAND,B-GT_AMTL,,,,,
TOTAL,I-GT_AMTL,,,,,
"40,887",B-GT_AMT,,,,,
In,O,,,,,
INR,O,,,,,
For,O,,,,,
Saksham,O,,,,,
&,O,,,,,
Co.,O,,,,,
Declaration,O,,,,,
We,O,,,,,
declare,O,,,,,
that,O,,,,,
all,O,,,,,
particulars,O,,,,,
given,O,,,,,
herein,O,,,,,
are,O,,,,,
TRUE,O,,,,,
and,O,,,,,
correct,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
This,O,,,,,
is,O,,,,,
computer,O,,,,,
generated,O,,,,,
invoice,O,,,,,
does,O,,,,,
n't,O,,,,,
require,O,,,,,
signature,O,,,,,
,,SUBJECT,O,,,
,,TO,O,,,
,,PUNE,O,,,
,,JURISDICTION,O,,,
,,Dated,B-INV_DL,,,
,,17-Jun-17,B-INV_DT,,,
,,Invoice,B-INV_L,,,
,,No,I-INV_L,,,
,,.,I-INV_L,,,
,,01635/17,B-INV_NO,,,
,,-,I-INV_NO,,,
,,18,I-INV_NO,,,
,,Ref,O,,,
,,.,O,,,
,,No,O,,,
,,.,O,,,
,,SHAH,B-SUPP_N,,,
,,MARKETING,I-SUPP_N,,,
,,409,O,,,
,,Mangalwar,O,,,
,,Peth,O,,,
,,Llyods,O,,,
,,Chambers,O,,,
,,Shop,O,,,
,,No,O,,,
,,6Pune-11,O,,,
,,20,O,,,
,,-,O,,,
,,Contact,O,,,
,,:,O,,,
,,20,O,,,
,,-,O,,,
,,E,O,,,
,,-,O,,,
,,Mail,O,,,
,,:,O,,,
,,shahmarketing4@gmail.com,O,,,
,,TAX,O,,,
,,INVOICE,O,,,
,,(,O,,,
,,K,O,,,
,,),O,,,
,,Party,O,,,
,,:,O,,,
,,SIDDHARTH,B-BUY_N,,,
,,PROPERTIES,I-BUY_N,,,
,,-,O,,,
,,S.B.,O,,,
,,Road,O,,,
,,SKYBAY,O,,,
,,SR,O,,,
,,MAHALUNGE,O,,,
,,TAL,O,,,
,,-,O,,,
,,MULSI,O,,,
,,DISTPUNE.PO,O,,,
,,NO:11045.(8308846229/9689921859,O,,,
,,),O,,,
,,Delivery,O,,,
,,Note,O,,,
,,01985/17,O,,,
,,-,O,,,
,,18,O,,,
,,dt,O,,,
,,.,O,,,
,,17-Jun-17,O,,,
,,Despatch,O,,,
,,Document,O,,,
,,No,O,,,
,,.,O,,,
,,VAT,O,,,
,,%,O,,,
,,Quantity,O,,,
,,Rate,O,,,
,,per,O,,,
,,Disc,O,,,
,,.,O,,,
,,%,O,,,
,,Amount,O,,,
,,SI,O,,,
,,Description,O,,,
,,of,O,,,
,,Goods,O,,,
,,No,O,,,
,,.,O,,,
,,1,O,,,
,,UPVC,O,,,
,,R.,O,,,
,,SOCKET,O,,,
,,1,O,,,
,,"1/4""X",O,,,
,,03-Apr,O,,,
,,"""",O,,,
,,Sch-80,O,,,
,,(,O,,,
,,Ajay,O,,,
,,),O,,,
,,2,O,,,
,,Upvc,O,,,
,,Sch-40,O,,,
,,Pipe,O,,,
,,1,O,,,
,,"1/4""X3mtr",O,,,
,,(,O,,,
,,Ajay,O,,,
,,),O,,,
,,3,O,,,
,,Cartage/,O,,,
,,Loading/,O,,,
,,Unloading-,O,,,
,,6,O,,,
,,%,O,,,
,,6,O,,,
,,10,O,,,
,,Nos,O,,,
,,.,O,,,
,,6,O,,,
,,10,O,,,
,,Nos,O,,,
,,.,O,,,
,,6,O,,,
,,1,O,,,
,,lots,O,,,
,,36.9,O,,,
,,Nos,O,,,
,,.,O,,,
,,55,O,,,
,,%,O,,,
,,533.7,O,,,
,,Nos,O,,,
,,.,O,,,
,,55,O,,,
,,%,O,,,
,,700,O,,,
,,lots,O,,,
,,166.05,O,,,
,,700,O,,,
,,6,O,,,
,,%,O,,,
,,OUTPUT,O,,,
,,VAT,O,,,
,,6,O,,,
,,%,O,,,
,,Round,O,,,
,,Off,O,,,
,,196.06,O,,,
,,0.24,O,,,
,,Pame,O,,,
,,from,O,,,
,,2916/2017,O,,,
,,Total,B-GT_AMTL,,,
,,"3,464",B-GT_AMT,,,
,,E.,O,,,
,,&,O,,,
,,O.,O,,,
,,E,O,,,
,,Amount,O,,,
,,Chargeable,O,,,
,,(,O,,,
,,in,O,,,
,,words,O,,,
,,),O,,,
,,Indian,O,,,
,,Rupees,O,,,
,,Three,O,,,
,,Thousand,O,,,
,,Four,O,,,
,,Hundred,O,,,
,,Sixty,O,,,
,,Four,O,,,
,,Only,O,,,
,,VAT,O,,,
,,Amount,O,,,
,,(,O,,,
,,in,O,,,
,,words,O,,,
,,),O,,,
,,Indian,O,,,
,,Rupees,O,,,
,,One,O,,,
,,Hundred,O,,,
,,Ninety,O,,,
,,Six,O,,,
,,and,O,,,
,,Six,O,,,
,,paise,O,,,
,,Only,O,,,
,,(,O,,,
,,*,O,,,
,,196.06,O,,,
,,),O,,,
,,VAT,O,,,
,,%,O,,,
,,Assessable,O,,,
,,Value,O,,,
,,VAT,O,,,
,,Amount,O,,,
,,6,O,,,
,,196.06,O,,,
,,Company,O,,,
,,'s,O,,,
,,VAT,O,,,
,,TIN,O,,,
,,:,O,,,
,,27110029618V,O,,,
,,w.e.f,O,,,
,,.,O,,,
,,1,O,,,
,,-,O,,,
,,4,O,,,
,,-,O,,,
,,2006,O,,,
,,Company,O,,,
,,'s,O,,,
,,LBT,O,,,
,,No,O,,,
,,.,O,,,
,,:,O,,,
,,PMC,O,,,
,,-,O,,,
,,LBT-076,O,,,
,,-,O,,,
,,24351,O,,,
,,Company,O,,,
,,'s,O,,,
,,Bank,O,,,
,,Details,O,,,
,,Company,O,,,
,,'s,O,,,
,,CST,O,,,
,,No,O,,,
,,.,O,,,
,,:,O,,,
,,27110029618C,O,,,
,,w.e.f,O,,,
,,.,O,,,
,,1,O,,,
,,-,O,,,
,,4,O,,,
,,-,O,,,
,,2006,O,,,
,,Bank,O,,,
,,Name,O,,,
,,:,O,,,
,,KOTAK,O,,,
,,MAHINDRA,O,,,
,,BANK,O,,,
,,Buyer,O,,,
,,'s,O,,,
,,VAT,O,,,
,,TIN,O,,,
,,:,O,,,
,,27950684779V,O,,,
,,AC,O,,,
,,No,O,,,
,,.,O,,,
,,:,O,,,
,,5711312022,O,,,
,,Buyer,O,,,
,,'s,O,,,
,,CST,O,,,
,,No,O,,,
,,.,O,,,
,,:,O,,,
,,27950684779C,O,,,
,,Branch,O,,,
,,&,O,,,
,,IFS,O,,,
,,Code,O,,,
,,:,O,,,
,,Khadki,O,,,
,,&,O,,,
,,KKBK0000727,O,,,
,,Company,O,,,
,,'s,O,,,
,,PAN,O,,,
,,:,O,,,
,,ADXPS3921J,O,,,
,,MA,O,,,
,,for,O,,,
,,SHAH,O,,,
,,MARKETING,O,,,
,,НА,O,,,
,,ING,O,,,
,,Declaration,O,,,
,,i,O,,,
,,/,O,,,
,,we,O,,,
,,hereby,O,,,
,,certify,O,,,
,,that,O,,,
,,my,O,,,
,,/,O,,,
,,our,O,,,
,,Registration,O,,,
,,Certificate,O,,,
,,under,O,,,
,,the,O,,,
,,Maharashtra,O,,,
,,Value,O,,,
,,Added,O,,,
,,Tax,O,,,
,,Act,O,,,
,,2005,O,,,
,,is,O,,,
,,in,O,,,
,,force,O,,,
,,on,O,,,
,,the,O,,,
,,date,O,,,
,,on,O,,,
,,which,O,,,
,,the,O,,,
,,sale,O,,,
,,of,O,,,
,,the,O,,,
,,goods,O,,,
,,specified,O,,,
,,in,O,,,
,,this,O,,,
,,tax,O,,,
,,invoice,O,,,
,,is,O,,,
,,made,O,,,
,,by,O,,,
,,me,O,,,
,,/,O,,,
,,us,O,,,
,,and,O,,,
,,that,O,,,
,,the,O,,,
,,transaction,O,,,
,,of,O,,,
,,sale,O,,,
,,covered,O,,,
,,by,O,,,
,,this,O,,,
,,tax,O,,,
,,invoice,O,,,
,,has,O,,,
,,been,O,,,
,,effected,O,,,
,,by,O,,,
,,me,O,,,
,,/,O,,,
,,us,O,,,
,,and,O,,,
,,it,O,,,
,,shall,O,,,
,,be,O,,,
,,accounted,O,,,
,,for,O,,,
,,in,O,,,
,,the,O,,,
,,turnover,O,,,
,,of,O,,,
,,sales,O,,,
,,which,O,,,
,,filling,O,,,
,,of,O,,,
,,return,O,,,
,,and,O,,,
,,the,O,,,
,,due,O,,,
,,tax,O,,,
,,if,O,,,
,,any,O,,,
,,payable,O,,,
,,on,O,,,
,,the,O,,,
,,sale,O,,,
,,has,O,,,
,,been,O,,,
,,paid,O,,,
,,or,O,,,
,,shall,O,,,
,,be,O,,,
,,paid,O,,,
,,This,O,,,
,,is,O,,,
,,a,O,,,
,,Computer,O,,,
,,Generated,O,,,
,,Invoice,O,,,
,,Authorised,O,,,
,,Signatory,O,,,
,,OK,O,,,
,,TAX,O,,,
,,INVOICE,O,,,
,,ik,O,,,
,,),O,,,
,,SHEH,B-SUPP_N,,,
,,MARKETING,I-SUPP_N,,,
,,Shop,O,,,
,,No.6,O,,,
,,Llyods,O,,,
,,Chamber,O,,,
,,Barne,O,,,
,,Road,O,,,
,,409,O,,,
,,Mangalwar,O,,,
